NomeDispositivo,DescricaoDispositivo,Voltagem,Status,Temperatura,ConsumoWatts,CustoConsumo
Geladeira,Eletrodoméstico de cozinha,224.18,Ligado,3.32,155.83,3.59
Ar Condicionado,Climatizador de ambiente,219.03,Desligado,25.41,1991.47,23.21
Ar Condicionado,Climatizador de ambiente,215.16,Desligado,25.29,2000.53,27.56
Geladeira,Eletrodoméstico de cozinha,222.43,Ligado,4.92,149.65,4.41
Máquina de Lavar,Eletrodoméstico de lavanderia,221.62,Ligado,20.89,496.9,7.58
Ar Condicionado,Climatizador de ambiente,223.86,Desligado,24.28,1999.91,57.06
Geladeira,Eletrodoméstico de cozinha,218.42,Ligado,4.01,154.24,3.22
Máquina de Lavar,Eletrodoméstico de lavanderia,220.69,Ligado,18.29,509.43,12.7
Televisão,Eletrônico de entretenimento,129.11,Ligado,31.3,108.88,2.36
Ar Condicionado,Climatizador de ambiente,218.26,Desligado,25.94,2004.68,52.45
Ar Condicionado,Climatizador de ambiente,224.14,Desligado,25.07,1997.21,43.47
Máquina de Lavar,Eletrodoméstico de lavanderia,216.56,Ligado,21.36,509.26,10.39
Ar Condicionado,Climatizador de ambiente,216.45,Desligado,23.62,1994.07,36.28
Máquina de Lavar,Eletrodoméstico de lavanderia,222.86,Ligado,18.95,499.84,5.77
Ar Condicionado,Climatizador de ambiente,218.94,Desligado,22.19,2003.1,51.06
Microondas,Aquecedor de alimentos,122.46,Ligado,34.96,1201.54,29.18
Geladeira,Eletrodoméstico de cozinha,216.01,Ligado,2.82,141.27,4.0
Geladeira,Eletrodoméstico de cozinha,223.26,Ligado,4.82,148.25,2.4
Microondas,Aquecedor de alimentos,130.92,Ligado,36.47,1199.44,17.63
Ar Condicionado,Climatizador de ambiente,221.78,Desligado,23.82,1990.37,22.12
Geladeira,Eletrodoméstico de cozinha,215.58,Ligado,5.97,143.45,4.02
Máquina de Lavar,Eletrodoméstico de lavanderia,217.63,Ligado,21.92,490.04,8.27
Televisão,Eletrônico de entretenimento,127.5,Ligado,29.79,91.39,1.07
Geladeira,Eletrodoméstico de cozinha,223.89,Ligado,3.15,146.0,2.37
Microondas,Aquecedor de alimentos,126.23,Ligado,33.98,1201.52,12.1
Microondas,Aquecedor de alimentos,130.65,Ligado,35.12,1206.74,26.94
Geladeira,Eletrodoméstico de cozinha,224.59,Ligado,3.16,151.55,3.69
Máquina de Lavar,Eletrodoméstico de lavanderia,224.97,Ligado,21.73,495.29,5.34
Geladeira,Eletrodoméstico de cozinha,222.23,Ligado,2.82,154.34,3.11
Microondas,Aquecedor de alimentos,130.13,Ligado,35.58,1197.97,35.42
Ar Condicionado,Climatizador de ambiente,224.77,Desligado,25.77,2006.02,23.5
Ar Condicionado,Climatizador de ambiente,215.5,Desligado,22.6,2001.45,41.84
Máquina de Lavar,Eletrodoméstico de lavanderia,219.24,Ligado,21.22,508.57,7.97
Máquina de Lavar,Eletrodoméstico de lavanderia,224.02,Ligado,19.34,490.83,6.41
Microondas,Aquecedor de alimentos,125.83,Ligado,33.78,1190.99,34.82
Ar Condicionado,Climatizador de ambiente,222.75,Desligado,24.92,1993.87,36.87
Microondas,Aquecedor de alimentos,125.49,Ligado,35.18,1205.63,30.67
Microondas,Aquecedor de alimentos,123.78,Ligado,36.64,1204.71,30.13
Ar Condicionado,Climatizador de ambiente,223.43,Desligado,25.63,1998.96,30.61
Microondas,Aquecedor de alimentos,126.16,Ligado,36.3,1205.57,36.08
Televisão,Eletrônico de entretenimento,130.14,Ligado,30.63,96.08,1.91
Microondas,Aquecedor de alimentos,122.56,Ligado,33.05,1200.87,33.43
Máquina de Lavar,Eletrodoméstico de lavanderia,224.94,Ligado,18.3,499.01,14.45
Televisão,Eletrônico de entretenimento,131.58,Ligado,29.6,91.86,1.9
Geladeira,Eletrodoméstico de cozinha,222.39,Ligado,2.2,159.92,1.88
Microondas,Aquecedor de alimentos,130.8,Ligado,33.64,1204.64,23.54
Máquina de Lavar,Eletrodoméstico de lavanderia,224.08,Ligado,18.25,498.15,9.93
Ar Condicionado,Climatizador de ambiente,221.68,Desligado,25.79,2004.24,52.49
Geladeira,Eletrodoméstico de cozinha,218.07,Ligado,3.2,153.63,3.37
Máquina de Lavar,Eletrodoméstico de lavanderia,222.49,Ligado,19.39,507.49,7.2
Televisão,Eletrônico de entretenimento,127.19,Ligado,31.91,96.44,2.11
Microondas,Aquecedor de alimentos,127.24,Ligado,36.07,1208.57,25.13
Televisão,Eletrônico de entretenimento,127.72,Ligado,29.27,108.09,2.14
Microondas,Aquecedor de alimentos,126.93,Ligado,36.65,1199.17,24.61
Televisão,Eletrônico de entretenimento,126.76,Ligado,30.78,98.8,1.6
Geladeira,Eletrodoméstico de cozinha,222.74,Ligado,5.76,146.96,1.5
Televisão,Eletrônico de entretenimento,128.72,Ligado,31.29,90.5,2.36
Máquina de Lavar,Eletrodoméstico de lavanderia,216.68,Ligado,20.68,494.65,6.35
Máquina de Lavar,Eletrodoméstico de lavanderia,218.23,Ligado,19.88,494.97,7.03
Televisão,Eletrônico de entretenimento,131.51,Ligado,28.48,97.36,1.8
Máquina de Lavar,Eletrodoméstico de lavanderia,216.75,Ligado,21.75,492.48,8.11
Microondas,Aquecedor de alimentos,127.85,Ligado,33.33,1196.71,15.38
Microondas,Aquecedor de alimentos,130.46,Ligado,35.3,1202.74,17.56
Microondas,Aquecedor de alimentos,131.6,Ligado,35.84,1198.76,28.21
Ar Condicionado,Climatizador de ambiente,216.35,Desligado,22.36,2003.6,39.77
Máquina de Lavar,Eletrodoméstico de lavanderia,217.29,Ligado,20.98,491.73,14.07
Geladeira,Eletrodoméstico de cozinha,221.8,Ligado,4.83,140.61,1.65
Ar Condicionado,Climatizador de ambiente,219.62,Desligado,22.17,2006.63,32.65
Máquina de Lavar,Eletrodoméstico de lavanderia,217.02,Ligado,20.98,509.45,6.2
Ar Condicionado,Climatizador de ambiente,223.26,Desligado,25.53,1997.24,47.15
Ar Condicionado,Climatizador de ambiente,220.08,Desligado,25.39,1999.9,45.37
Microondas,Aquecedor de alimentos,130.78,Ligado,35.46,1209.75,34.55
Máquina de Lavar,Eletrodoméstico de lavanderia,223.13,Ligado,19.0,507.93,9.6
Geladeira,Eletrodoméstico de cozinha,216.38,Ligado,4.29,147.37,2.89
Microondas,Aquecedor de alimentos,127.84,Ligado,33.38,1193.31,29.53
Microondas,Aquecedor de alimentos,125.81,Ligado,34.75,1198.0,13.4
Microondas,Aquecedor de alimentos,126.33,Ligado,33.33,1195.86,24.61
Microondas,Aquecedor de alimentos,127.32,Ligado,35.14,1199.79,13.36
Máquina de Lavar,Eletrodoméstico de lavanderia,218.12,Ligado,18.02,501.23,10.88
Geladeira,Eletrodoméstico de cozinha,218.3,Ligado,4.14,149.22,1.63
Televisão,Eletrônico de entretenimento,122.02,Ligado,30.1,109.91,1.84
Microondas,Aquecedor de alimentos,126.37,Ligado,34.95,1194.15,25.34
Televisão,Eletrônico de entretenimento,131.51,Ligado,28.07,94.82,2.53
Ar Condicionado,Climatizador de ambiente,224.6,Desligado,24.08,1990.15,32.42
Geladeira,Eletrodoméstico de cozinha,216.05,Ligado,3.27,155.14,4.33
Máquina de Lavar,Eletrodoméstico de lavanderia,222.59,Ligado,21.59,500.03,9.29
Máquina de Lavar,Eletrodoméstico de lavanderia,218.1,Ligado,20.99,497.62,11.39
Microondas,Aquecedor de alimentos,130.24,Ligado,36.81,1194.56,15.83
Geladeira,Eletrodoméstico de cozinha,221.99,Ligado,3.17,141.67,4.23
Máquina de Lavar,Eletrodoméstico de lavanderia,219.12,Ligado,19.06,509.16,10.07
Máquina de Lavar,Eletrodoméstico de lavanderia,223.86,Ligado,20.5,502.7,5.58
Microondas,Aquecedor de alimentos,130.74,Ligado,33.6,1200.74,32.4
Máquina de Lavar,Eletrodoméstico de lavanderia,224.09,Ligado,21.2,507.21,15.05
Ar Condicionado,Climatizador de ambiente,219.1,Desligado,25.38,1991.35,53.95
Ar Condicionado,Climatizador de ambiente,217.28,Desligado,24.35,2009.64,56.64
Geladeira,Eletrodoméstico de cozinha,217.88,Ligado,2.5,155.05,2.45
Ar Condicionado,Climatizador de ambiente,222.44,Desligado,24.64,1993.95,48.6
Geladeira,Eletrodoméstico de cozinha,220.11,Ligado,2.71,154.34,3.38
Microondas,Aquecedor de alimentos,129.68,Ligado,33.13,1202.19,13.26
Máquina de Lavar,Eletrodoméstico de lavanderia,219.8,Ligado,18.52,494.57,7.1
Geladeira,Eletrodoméstico de cozinha,223.05,Ligado,4.08,153.71,3.85
Microondas,Aquecedor de alimentos,127.09,Ligado,33.51,1203.32,30.29
Máquina de Lavar,Eletrodoméstico de lavanderia,224.52,Ligado,21.34,505.02,10.47
Geladeira,Eletrodoméstico de cozinha,216.66,Ligado,4.81,140.26,4.1
Geladeira,Eletrodoméstico de cozinha,221.49,Ligado,4.3,147.23,4.39
Microondas,Aquecedor de alimentos,124.5,Ligado,35.77,1192.19,14.85
Máquina de Lavar,Eletrodoméstico de lavanderia,221.07,Ligado,19.65,507.5,9.93
Máquina de Lavar,Eletrodoméstico de lavanderia,224.65,Ligado,18.74,497.85,11.65
Máquina de Lavar,Eletrodoméstico de lavanderia,221.84,Ligado,21.99,504.58,10.23
Ar Condicionado,Climatizador de ambiente,224.28,Desligado,22.36,1999.72,50.96
Máquina de Lavar,Eletrodoméstico de lavanderia,224.85,Ligado,19.89,504.02,7.98
Máquina de Lavar,Eletrodoméstico de lavanderia,217.29,Ligado,20.44,499.84,12.64
Geladeira,Eletrodoméstico de cozinha,215.26,Ligado,2.79,157.95,3.6
Televisão,Eletrônico de entretenimento,127.76,Ligado,31.82,104.17,1.64
Ar Condicionado,Climatizador de ambiente,220.1,Desligado,23.8,1995.66,23.73
Microondas,Aquecedor de alimentos,127.3,Ligado,35.25,1205.98,30.04
Televisão,Eletrônico de entretenimento,124.75,Ligado,29.24,99.39,1.05
Microondas,Aquecedor de alimentos,127.6,Ligado,36.6,1198.74,12.32
Ar Condicionado,Climatizador de ambiente,222.15,Desligado,22.75,2000.0,31.29
Máquina de Lavar,Eletrodoméstico de lavanderia,218.92,Ligado,21.99,507.33,5.33
Microondas,Aquecedor de alimentos,130.64,Ligado,35.08,1205.64,31.83
Ar Condicionado,Climatizador de ambiente,215.11,Desligado,23.49,2001.56,32.32
Máquina de Lavar,Eletrodoméstico de lavanderia,218.21,Ligado,18.83,497.58,9.82
Ar Condicionado,Climatizador de ambiente,215.18,Desligado,24.73,2007.74,26.87
Máquina de Lavar,Eletrodoméstico de lavanderia,221.1,Ligado,18.46,501.09,8.96
Microondas,Aquecedor de alimentos,122.79,Ligado,35.97,1205.0,17.48
Geladeira,Eletrodoméstico de cozinha,218.01,Ligado,5.93,153.06,2.7
Geladeira,Eletrodoméstico de cozinha,219.34,Ligado,2.8,143.55,3.38
Microondas,Aquecedor de alimentos,122.08,Ligado,35.37,1198.93,32.09
Máquina de Lavar,Eletrodoméstico de lavanderia,219.6,Ligado,18.56,500.93,14.74
Ar Condicionado,Climatizador de ambiente,218.97,Desligado,22.11,2002.66,53.31
Televisão,Eletrônico de entretenimento,131.66,Ligado,31.62,101.67,1.69
Ar Condicionado,Climatizador de ambiente,221.24,Desligado,25.84,1995.58,43.48
Máquina de Lavar,Eletrodoméstico de lavanderia,215.94,Ligado,20.3,493.14,13.73
Televisão,Eletrônico de entretenimento,123.6,Ligado,28.97,106.33,1.09
Geladeira,Eletrodoméstico de cozinha,220.35,Ligado,3.81,143.27,1.57
Microondas,Aquecedor de alimentos,127.33,Ligado,36.39,1206.06,13.47
Máquina de Lavar,Eletrodoméstico de lavanderia,221.56,Ligado,21.78,502.57,7.74
Máquina de Lavar,Eletrodoméstico de lavanderia,223.03,Ligado,19.14,495.52,6.15
Ar Condicionado,Climatizador de ambiente,223.82,Desligado,22.36,2007.5,59.58
Ar Condicionado,Climatizador de ambiente,215.19,Desligado,24.48,1993.95,51.46
Televisão,Eletrônico de entretenimento,125.36,Ligado,29.72,97.02,1.78
Geladeira,Eletrodoméstico de cozinha,215.14,Ligado,5.48,159.5,1.9
Televisão,Eletrônico de entretenimento,127.88,Ligado,31.34,98.12,1.07
Televisão,Eletrônico de entretenimento,130.94,Ligado,30.13,91.15,1.32
Ar Condicionado,Climatizador de ambiente,220.78,Desligado,23.76,1998.28,54.04
Ar Condicionado,Climatizador de ambiente,221.3,Desligado,23.82,1997.65,39.42
Geladeira,Eletrodoméstico de cozinha,216.27,Ligado,5.42,147.62,3.61
Ar Condicionado,Climatizador de ambiente,218.96,Desligado,23.04,1990.2,28.7
Microondas,Aquecedor de alimentos,129.37,Ligado,36.76,1204.21,12.33
Máquina de Lavar,Eletrodoméstico de lavanderia,215.86,Ligado,20.12,497.55,7.26
Máquina de Lavar,Eletrodoméstico de lavanderia,224.61,Ligado,21.34,495.2,10.57
Máquina de Lavar,Eletrodoméstico de lavanderia,219.87,Ligado,19.63,502.38,12.19
Microondas,Aquecedor de alimentos,122.97,Ligado,33.08,1193.92,14.48
Ar Condicionado,Climatizador de ambiente,220.31,Desligado,24.8,2005.33,59.73
Máquina de Lavar,Eletrodoméstico de lavanderia,216.21,Ligado,21.95,500.94,11.76
Ar Condicionado,Climatizador de ambiente,216.1,Desligado,26.0,1993.57,22.14
Ar Condicionado,Climatizador de ambiente,222.01,Desligado,23.84,2000.58,23.67
Geladeira,Eletrodoméstico de cozinha,222.42,Ligado,5.75,154.0,2.26
Máquina de Lavar,Eletrodoméstico de lavanderia,218.43,Ligado,18.41,504.33,6.39
Ar Condicionado,Climatizador de ambiente,215.4,Desligado,22.62,1997.17,37.26
Máquina de Lavar,Eletrodoméstico de lavanderia,218.86,Ligado,18.5,491.14,13.82
Televisão,Eletrônico de entretenimento,128.51,Ligado,29.44,95.49,1.1
Geladeira,Eletrodoméstico de cozinha,220.25,Ligado,5.28,151.2,4.09
Microondas,Aquecedor de alimentos,130.93,Ligado,34.0,1199.95,22.24
Microondas,Aquecedor de alimentos,122.7,Ligado,33.53,1194.62,30.76
Máquina de Lavar,Eletrodoméstico de lavanderia,224.71,Ligado,18.48,496.13,11.51
Microondas,Aquecedor de alimentos,128.91,Ligado,35.08,1206.46,33.89
Geladeira,Eletrodoméstico de cozinha,216.12,Ligado,5.7,144.89,1.75
Microondas,Aquecedor de alimentos,128.03,Ligado,33.98,1201.05,22.13
Máquina de Lavar,Eletrodoméstico de lavanderia,220.33,Ligado,19.16,508.45,14.05
Televisão,Eletrônico de entretenimento,122.77,Ligado,30.64,109.26,1.77
Geladeira,Eletrodoméstico de cozinha,219.52,Ligado,2.66,140.68,3.82
Geladeira,Eletrodoméstico de cozinha,220.06,Ligado,3.56,140.39,1.64
Geladeira,Eletrodoméstico de cozinha,221.31,Ligado,2.11,145.08,3.51
Microondas,Aquecedor de alimentos,122.36,Ligado,33.77,1198.22,28.91
Televisão,Eletrônico de entretenimento,127.32,Ligado,31.44,106.77,1.71
Ar Condicionado,Climatizador de ambiente,216.19,Desligado,24.31,2001.59,27.9
Ar Condicionado,Climatizador de ambiente,224.67,Desligado,22.59,2006.4,45.54
Ar Condicionado,Climatizador de ambiente,217.98,Desligado,24.81,1990.96,59.07
Geladeira,Eletrodoméstico de cozinha,217.46,Ligado,3.96,148.99,3.57
Microondas,Aquecedor de alimentos,124.45,Ligado,36.33,1199.49,17.73
Geladeira,Eletrodoméstico de cozinha,221.04,Ligado,3.76,154.95,2.07
Ar Condicionado,Climatizador de ambiente,215.74,Desligado,25.08,2006.71,53.52
Ar Condicionado,Climatizador de ambiente,217.29,Desligado,22.48,1993.28,51.95
Ar Condicionado,Climatizador de ambiente,218.47,Desligado,24.02,2002.03,22.15
Microondas,Aquecedor de alimentos,125.35,Ligado,36.5,1206.26,29.24
Máquina de Lavar,Eletrodoméstico de lavanderia,220.13,Ligado,18.78,506.57,9.28
Televisão,Eletrônico de entretenimento,124.37,Ligado,28.9,91.83,1.24
Geladeira,Eletrodoméstico de cozinha,219.93,Ligado,2.5,140.32,2.01
Geladeira,Eletrodoméstico de cozinha,224.21,Ligado,3.24,142.1,2.91
Máquina de Lavar,Eletrodoméstico de lavanderia,217.22,Ligado,21.07,493.83,5.06
Geladeira,Eletrodoméstico de cozinha,218.25,Ligado,3.5,140.63,2.03
Geladeira,Eletrodoméstico de cozinha,216.66,Ligado,3.9,148.27,1.78
Geladeira,Eletrodoméstico de cozinha,224.32,Ligado,5.98,150.39,3.25
Ar Condicionado,Climatizador de ambiente,223.13,Desligado,25.91,2003.86,45.76
Ar Condicionado,Climatizador de ambiente,215.98,Desligado,24.0,1996.96,46.97
Microondas,Aquecedor de alimentos,130.45,Ligado,33.51,1205.93,23.03
Ar Condicionado,Climatizador de ambiente,216.66,Desligado,25.68,1998.86,33.13
Ar Condicionado,Climatizador de ambiente,222.98,Desligado,22.28,1994.8,21.49
Máquina de Lavar,Eletrodoméstico de lavanderia,216.77,Ligado,19.9,500.79,9.98
Ar Condicionado,Climatizador de ambiente,218.27,Desligado,25.72,2009.73,55.87
Microondas,Aquecedor de alimentos,122.55,Ligado,35.71,1193.04,21.45
Máquina de Lavar,Eletrodoméstico de lavanderia,222.69,Ligado,19.84,501.87,8.33
Microondas,Aquecedor de alimentos,123.73,Ligado,35.21,1203.65,16.82
Microondas,Aquecedor de alimentos,126.85,Ligado,35.05,1208.91,30.52
Televisão,Eletrônico de entretenimento,128.23,Ligado,28.39,107.23,1.51
Máquina de Lavar,Eletrodoméstico de lavanderia,216.4,Ligado,21.87,499.69,8.15
Microondas,Aquecedor de alimentos,123.66,Ligado,35.21,1198.74,12.58
Máquina de Lavar,Eletrodoméstico de lavanderia,223.8,Ligado,18.51,503.04,11.92
Máquina de Lavar,Eletrodoméstico de lavanderia,215.96,Ligado,21.4,495.06,10.95
Geladeira,Eletrodoméstico de cozinha,216.39,Ligado,5.7,155.34,3.27
Máquina de Lavar,Eletrodoméstico de lavanderia,217.45,Ligado,19.53,496.72,9.69
Microondas,Aquecedor de alimentos,122.87,Ligado,36.3,1199.69,24.25
Máquina de Lavar,Eletrodoméstico de lavanderia,224.99,Ligado,21.15,490.09,4.96
Geladeira,Eletrodoméstico de cozinha,218.45,Ligado,2.81,149.21,2.24
Máquina de Lavar,Eletrodoméstico de lavanderia,222.28,Ligado,20.6,504.31,6.91
Televisão,Eletrônico de entretenimento,129.9,Ligado,29.65,106.93,2.8
Televisão,Eletrônico de entretenimento,129.14,Ligado,29.24,98.37,2.94
Máquina de Lavar,Eletrodoméstico de lavanderia,215.09,Ligado,21.31,504.15,9.75
Televisão,Eletrônico de entretenimento,126.2,Ligado,29.54,92.88,2.17
Microondas,Aquecedor de alimentos,130.91,Ligado,34.98,1192.04,15.35
Geladeira,Eletrodoméstico de cozinha,218.29,Ligado,2.45,144.97,3.42
Microondas,Aquecedor de alimentos,124.51,Ligado,35.69,1206.01,27.08
Máquina de Lavar,Eletrodoméstico de lavanderia,224.37,Ligado,20.37,503.87,7.27
Televisão,Eletrônico de entretenimento,128.63,Ligado,30.16,100.93,1.93
Máquina de Lavar,Eletrodoméstico de lavanderia,219.47,Ligado,21.39,509.26,7.91
Ar Condicionado,Climatizador de ambiente,224.05,Desligado,23.85,1998.72,39.45
Geladeira,Eletrodoméstico de cozinha,215.13,Ligado,3.62,148.33,2.05
Geladeira,Eletrodoméstico de cozinha,215.32,Ligado,4.75,155.83,3.87
Ar Condicionado,Climatizador de ambiente,222.47,Desligado,22.46,2009.42,42.54
Televisão,Eletrônico de entretenimento,122.5,Ligado,28.66,100.54,2.2
Geladeira,Eletrodoméstico de cozinha,223.68,Ligado,2.85,157.42,2.3
Geladeira,Eletrodoméstico de cozinha,215.11,Ligado,5.79,144.18,1.49
Ar Condicionado,Climatizador de ambiente,223.26,Desligado,22.22,1996.47,40.22
Máquina de Lavar,Eletrodoméstico de lavanderia,216.04,Ligado,18.75,506.45,12.41
Geladeira,Eletrodoméstico de cozinha,216.52,Ligado,3.82,153.27,2.73
Microondas,Aquecedor de alimentos,131.89,Ligado,33.75,1199.06,15.74
Geladeira,Eletrodoméstico de cozinha,223.71,Ligado,5.75,146.52,3.95
Geladeira,Eletrodoméstico de cozinha,217.98,Ligado,4.99,151.4,1.99
Televisão,Eletrônico de entretenimento,130.48,Ligado,31.45,101.66,2.15
Geladeira,Eletrodoméstico de cozinha,218.38,Ligado,3.83,158.03,2.66
Ar Condicionado,Climatizador de ambiente,221.52,Desligado,22.73,1999.22,45.05
Máquina de Lavar,Eletrodoméstico de lavanderia,218.47,Ligado,18.53,505.3,7.28
Microondas,Aquecedor de alimentos,122.93,Ligado,33.77,1197.7,33.64
Microondas,Aquecedor de alimentos,128.87,Ligado,34.29,1208.62,32.52
Microondas,Aquecedor de alimentos,131.42,Ligado,33.18,1205.0,22.54
Televisão,Eletrônico de entretenimento,131.64,Ligado,31.37,104.21,2.73
Máquina de Lavar,Eletrodoméstico de lavanderia,221.84,Ligado,18.48,505.3,14.02
Microondas,Aquecedor de alimentos,124.25,Ligado,34.59,1202.82,30.47
Microondas,Aquecedor de alimentos,127.47,Ligado,36.38,1191.2,30.54
Geladeira,Eletrodoméstico de cozinha,220.59,Ligado,2.28,151.69,1.95
Geladeira,Eletrodoméstico de cozinha,221.49,Ligado,2.69,142.84,2.34
Geladeira,Eletrodoméstico de cozinha,220.87,Ligado,4.02,152.62,4.07
Televisão,Eletrônico de entretenimento,127.62,Ligado,31.21,95.95,1.77
Ar Condicionado,Climatizador de ambiente,216.21,Desligado,24.59,1998.7,51.6
Televisão,Eletrônico de entretenimento,125.17,Ligado,29.38,100.96,1.95
Ar Condicionado,Climatizador de ambiente,223.84,Desligado,24.32,1992.33,42.88
Máquina de Lavar,Eletrodoméstico de lavanderia,221.64,Ligado,19.93,500.81,13.49
Microondas,Aquecedor de alimentos,123.3,Ligado,34.61,1206.38,19.4
Geladeira,Eletrodoméstico de cozinha,219.28,Ligado,4.39,142.47,1.47
Ar Condicionado,Climatizador de ambiente,217.27,Desligado,23.49,1994.27,41.18
Televisão,Eletrônico de entretenimento,129.13,Ligado,29.21,109.78,3.21
Televisão,Eletrônico de entretenimento,127.73,Ligado,31.76,108.86,1.58
Máquina de Lavar,Eletrodoméstico de lavanderia,216.45,Ligado,20.41,497.02,7.91
Geladeira,Eletrodoméstico de cozinha,222.38,Ligado,4.39,159.34,3.04
Microondas,Aquecedor de alimentos,123.01,Ligado,36.03,1196.27,28.21
Geladeira,Eletrodoméstico de cozinha,222.04,Ligado,2.48,154.62,2.37
Geladeira,Eletrodoméstico de cozinha,222.54,Ligado,2.06,152.74,4.3
Geladeira,Eletrodoméstico de cozinha,215.38,Ligado,4.25,146.47,2.36
Geladeira,Eletrodoméstico de cozinha,215.35,Ligado,4.9,143.42,3.14
Geladeira,Eletrodoméstico de cozinha,215.58,Ligado,5.97,142.48,1.44
Microondas,Aquecedor de alimentos,122.07,Ligado,34.84,1193.66,30.58
Televisão,Eletrônico de entretenimento,125.28,Ligado,31.53,102.37,2.37
Geladeira,Eletrodoméstico de cozinha,218.5,Ligado,5.51,146.45,2.43
Geladeira,Eletrodoméstico de cozinha,218.41,Ligado,3.68,141.72,2.16
Máquina de Lavar,Eletrodoméstico de lavanderia,218.09,Ligado,20.43,499.59,12.11
Televisão,Eletrônico de entretenimento,129.76,Ligado,30.41,95.09,1.34
Ar Condicionado,Climatizador de ambiente,218.79,Desligado,25.43,2003.7,27.23
Televisão,Eletrônico de entretenimento,128.66,Ligado,29.07,99.13,1.44
Ar Condicionado,Climatizador de ambiente,215.1,Desligado,23.27,1999.28,27.6
Ar Condicionado,Climatizador de ambiente,218.34,Desligado,24.0,1998.64,30.97
Ar Condicionado,Climatizador de ambiente,222.74,Desligado,23.72,2007.26,48.14
Geladeira,Eletrodoméstico de cozinha,217.14,Ligado,3.66,148.35,4.04
Microondas,Aquecedor de alimentos,129.66,Ligado,35.62,1190.6,18.11
Geladeira,Eletrodoméstico de cozinha,219.94,Ligado,3.1,157.34,3.35
Ar Condicionado,Climatizador de ambiente,219.77,Desligado,24.23,2008.84,51.24
Máquina de Lavar,Eletrodoméstico de lavanderia,219.83,Ligado,18.03,495.33,8.02
Geladeira,Eletrodoméstico de cozinha,222.4,Ligado,5.03,152.09,3.9
Máquina de Lavar,Eletrodoméstico de lavanderia,224.1,Ligado,21.17,506.68,5.68
Geladeira,Eletrodoméstico de cozinha,224.96,Ligado,5.8,158.87,3.08
Televisão,Eletrônico de entretenimento,131.73,Ligado,28.48,104.14,2.36
Geladeira,Eletrodoméstico de cozinha,215.2,Ligado,5.33,140.12,2.4
Geladeira,Eletrodoméstico de cozinha,220.47,Ligado,3.95,151.77,2.02
Máquina de Lavar,Eletrodoméstico de lavanderia,220.98,Ligado,20.28,495.87,8.03
Geladeira,Eletrodoméstico de cozinha,220.28,Ligado,3.92,151.38,4.36
Televisão,Eletrônico de entretenimento,130.79,Ligado,30.24,104.99,2.88
Geladeira,Eletrodoméstico de cozinha,216.93,Ligado,4.74,142.19,2.25
Ar Condicionado,Climatizador de ambiente,224.99,Desligado,24.96,2001.89,39.09
Televisão,Eletrônico de entretenimento,122.94,Ligado,29.59,94.65,2.7
Televisão,Eletrônico de entretenimento,130.82,Ligado,30.26,98.26,1.34
Microondas,Aquecedor de alimentos,129.67,Ligado,36.9,1190.85,17.11
Ar Condicionado,Climatizador de ambiente,224.16,Desligado,25.78,2004.25,57.61
Máquina de Lavar,Eletrodoméstico de lavanderia,219.44,Ligado,19.78,504.26,9.64
Ar Condicionado,Climatizador de ambiente,221.74,Desligado,23.83,1991.71,21.88
Máquina de Lavar,Eletrodoméstico de lavanderia,219.57,Ligado,18.24,508.96,15.09
Televisão,Eletrônico de entretenimento,125.74,Ligado,29.68,104.2,2.83
Máquina de Lavar,Eletrodoméstico de lavanderia,222.63,Ligado,20.92,490.61,6.14
Microondas,Aquecedor de alimentos,127.92,Ligado,36.99,1192.89,33.68
Ar Condicionado,Climatizador de ambiente,224.64,Desligado,25.99,1999.04,53.97
Geladeira,Eletrodoméstico de cozinha,219.14,Ligado,3.63,147.65,1.78
Ar Condicionado,Climatizador de ambiente,217.83,Desligado,24.73,1991.39,56.62
Ar Condicionado,Climatizador de ambiente,223.63,Desligado,22.06,2001.17,54.3
Máquina de Lavar,Eletrodoméstico de lavanderia,216.08,Ligado,21.96,501.26,10.23
Televisão,Eletrônico de entretenimento,130.12,Ligado,28.02,108.39,1.66
Ar Condicionado,Climatizador de ambiente,219.91,Desligado,25.35,1994.75,42.31
Ar Condicionado,Climatizador de ambiente,218.21,Desligado,24.67,2006.37,57.53
Máquina de Lavar,Eletrodoméstico de lavanderia,221.83,Ligado,21.9,494.92,5.73
Máquina de Lavar,Eletrodoméstico de lavanderia,223.81,Ligado,20.8,496.44,7.14
Microondas,Aquecedor de alimentos,122.21,Ligado,34.98,1204.11,28.24
Televisão,Eletrônico de entretenimento,130.71,Ligado,29.55,96.73,2.88
Geladeira,Eletrodoméstico de cozinha,216.95,Ligado,2.78,156.11,4.16
Televisão,Eletrônico de entretenimento,126.23,Ligado,31.27,109.32,1.56
Máquina de Lavar,Eletrodoméstico de lavanderia,216.85,Ligado,20.66,507.9,15.13
Microondas,Aquecedor de alimentos,131.92,Ligado,34.46,1190.63,12.35
Microondas,Aquecedor de alimentos,131.99,Ligado,34.28,1195.68,17.43
Máquina de Lavar,Eletrodoméstico de lavanderia,215.41,Ligado,20.2,503.59,10.66
Televisão,Eletrônico de entretenimento,125.84,Ligado,30.82,96.46,2.21
Microondas,Aquecedor de alimentos,128.93,Ligado,33.68,1191.86,18.54
Máquina de Lavar,Eletrodoméstico de lavanderia,218.65,Ligado,19.87,506.42,12.88
Ar Condicionado,Climatizador de ambiente,217.47,Desligado,24.54,1992.18,34.26
