NomeDispositivo,DescricaoDispositivo,Voltagem,Status,Temperatura,ConsumoWatts,CustoConsumo
Televisão,Eletrônico de entretenimento,122.39,Ligado,31.42,93.83,2.46
Televisão,Eletrônico de entretenimento,131.55,Ligado,30.58,109.37,2.62
Geladeira,Eletrodoméstico de cozinha,223.39,Ligado,4.99,152.76,4.55
Televisão,Eletrônico de entretenimento,128.24,Ligado,28.26,104.61,2.36
Televisão,Eletrônico de entretenimento,123.87,Ligado,30.17,100.08,2.8
Máquina de Lavar,Eletrodoméstico de lavanderia,222.33,Ligado,18.52,500.75,11.75
Máquina de Lavar,Eletrodoméstico de lavanderia,216.98,Ligado,20.72,508.84,14.62
Geladeira,Eletrodoméstico de cozinha,220.41,Ligado,2.62,155.03,1.8
Máquina de Lavar,Eletrodoméstico de lavanderia,215.17,Ligado,20.43,502.31,6.68
Máquina de Lavar,Eletrodoméstico de lavanderia,221.7,Ligado,21.37,490.29,11.71
Televisão,Eletrônico de entretenimento,130.09,Ligado,28.97,101.34,1.81
Televisão,Eletrônico de entretenimento,129.02,Ligado,30.23,104.47,1.77
Microondas,Aquecedor de alimentos,128.01,Ligado,34.77,1191.52,24.11
Microondas,Aquecedor de alimentos,125.17,Ligado,33.7,1207.54,34.8
Máquina de Lavar,Eletrodoméstico de lavanderia,224.74,Ligado,18.49,509.46,10.63
Microondas,Aquecedor de alimentos,126.58,Ligado,33.62,1207.68,17.26
Televisão,Eletrônico de entretenimento,126.98,Ligado,31.68,99.25,2.25
Ar Condicionado,Climatizador de ambiente,217.47,Desligado,23.54,2002.45,53.03
Máquina de Lavar,Eletrodoméstico de lavanderia,221.74,Ligado,19.99,501.28,14.06
Televisão,Eletrônico de entretenimento,122.71,Ligado,31.84,107.19,2.39
Microondas,Aquecedor de alimentos,131.57,Ligado,34.32,1206.41,30.96
Ar Condicionado,Climatizador de ambiente,224.74,Desligado,25.53,1999.1,28.42
Televisão,Eletrônico de entretenimento,123.33,Ligado,30.07,109.88,1.65
Ar Condicionado,Climatizador de ambiente,217.89,Desligado,22.38,2003.21,51.8
Máquina de Lavar,Eletrodoméstico de lavanderia,220.6,Ligado,21.05,490.32,8.89
Geladeira,Eletrodoméstico de cozinha,223.39,Ligado,3.06,150.62,2.14
Máquina de Lavar,Eletrodoméstico de lavanderia,222.72,Ligado,18.95,509.05,15.19
Geladeira,Eletrodoméstico de cozinha,220.55,Ligado,5.52,140.65,4.07
Ar Condicionado,Climatizador de ambiente,222.98,Desligado,24.59,1998.09,42.17
Máquina de Lavar,Eletrodoméstico de lavanderia,223.05,Ligado,19.73,496.94,5.38
Máquina de Lavar,Eletrodoméstico de lavanderia,216.58,Ligado,20.88,497.82,12.64
Televisão,Eletrônico de entretenimento,127.65,Ligado,29.01,100.04,2.05
Geladeira,Eletrodoméstico de cozinha,223.74,Ligado,4.79,142.04,1.78
Geladeira,Eletrodoméstico de cozinha,224.69,Ligado,3.4,154.47,2.62
Microondas,Aquecedor de alimentos,130.18,Ligado,35.79,1209.24,33.03
Ar Condicionado,Climatizador de ambiente,218.45,Desligado,23.26,2008.0,50.27
Ar Condicionado,Climatizador de ambiente,220.87,Desligado,22.65,2005.84,34.3
Ar Condicionado,Climatizador de ambiente,221.74,Desligado,24.84,1996.44,52.71
Televisão,Eletrônico de entretenimento,126.76,Ligado,28.55,99.07,2.93
Ar Condicionado,Climatizador de ambiente,220.81,Desligado,25.56,2006.7,47.2
Microondas,Aquecedor de alimentos,124.07,Ligado,35.54,1208.42,24.76
Microondas,Aquecedor de alimentos,126.64,Ligado,34.47,1191.34,17.65
Geladeira,Eletrodoméstico de cozinha,219.28,Ligado,2.6,154.63,3.51
Ar Condicionado,Climatizador de ambiente,215.39,Desligado,22.88,2005.16,23.53
Televisão,Eletrônico de entretenimento,131.06,Ligado,31.79,98.17,1.61
Geladeira,Eletrodoméstico de cozinha,218.92,Ligado,5.58,141.21,2.86
Geladeira,Eletrodoméstico de cozinha,218.15,Ligado,2.16,146.83,1.8
Geladeira,Eletrodoméstico de cozinha,220.63,Ligado,5.36,140.05,3.91
Geladeira,Eletrodoméstico de cozinha,215.22,Ligado,4.33,146.71,1.88
Televisão,Eletrônico de entretenimento,130.8,Ligado,31.96,98.18,2.83
Microondas,Aquecedor de alimentos,123.99,Ligado,33.67,1198.59,27.66
Ar Condicionado,Climatizador de ambiente,223.98,Desligado,22.17,1995.58,31.08
Máquina de Lavar,Eletrodoméstico de lavanderia,216.64,Ligado,19.31,505.23,11.05
Máquina de Lavar,Eletrodoméstico de lavanderia,223.7,Ligado,21.3,491.12,5.01
Microondas,Aquecedor de alimentos,130.77,Ligado,35.83,1199.14,12.4
Microondas,Aquecedor de alimentos,125.36,Ligado,36.97,1199.14,20.36
Ar Condicionado,Climatizador de ambiente,221.3,Desligado,25.34,1996.32,50.35
Televisão,Eletrônico de entretenimento,131.02,Ligado,31.17,96.96,1.34
Ar Condicionado,Climatizador de ambiente,222.75,Desligado,25.51,1994.72,22.67
Geladeira,Eletrodoméstico de cozinha,221.87,Ligado,2.46,147.4,1.95
Ar Condicionado,Climatizador de ambiente,219.54,Desligado,24.94,1994.07,25.94
Televisão,Eletrônico de entretenimento,126.8,Ligado,31.84,108.78,3.07
Ar Condicionado,Climatizador de ambiente,224.87,Desligado,25.99,1998.69,50.59
Ar Condicionado,Climatizador de ambiente,219.72,Desligado,25.67,2003.13,32.28
Ar Condicionado,Climatizador de ambiente,223.31,Desligado,22.52,1999.53,51.65
Televisão,Eletrônico de entretenimento,124.59,Ligado,29.65,98.15,2.05
Televisão,Eletrônico de entretenimento,129.54,Ligado,28.0,91.21,1.58
Ar Condicionado,Climatizador de ambiente,220.43,Desligado,24.62,1990.07,54.18
Microondas,Aquecedor de alimentos,122.6,Ligado,35.74,1208.62,34.93
Geladeira,Eletrodoméstico de cozinha,219.07,Ligado,4.52,141.91,1.74
Televisão,Eletrônico de entretenimento,122.81,Ligado,28.46,102.8,2.34
Microondas,Aquecedor de alimentos,125.44,Ligado,37.0,1209.5,29.25
Ar Condicionado,Climatizador de ambiente,219.84,Desligado,24.5,2006.48,57.13
Máquina de Lavar,Eletrodoméstico de lavanderia,221.71,Ligado,19.62,490.76,6.9
Ar Condicionado,Climatizador de ambiente,221.92,Desligado,22.59,2002.72,28.73
Máquina de Lavar,Eletrodoméstico de lavanderia,222.01,Ligado,21.62,491.02,7.38
Televisão,Eletrônico de entretenimento,125.61,Ligado,31.31,96.27,1.91
Ar Condicionado,Climatizador de ambiente,219.78,Desligado,22.27,2002.7,38.45
Geladeira,Eletrodoméstico de cozinha,216.04,Ligado,3.6,146.47,1.97
Ar Condicionado,Climatizador de ambiente,222.95,Desligado,25.26,2001.28,58.98
Máquina de Lavar,Eletrodoméstico de lavanderia,216.93,Ligado,20.13,494.02,11.11
Televisão,Eletrônico de entretenimento,131.03,Ligado,30.62,103.76,1.61
Máquina de Lavar,Eletrodoméstico de lavanderia,218.6,Ligado,21.88,504.63,10.26
Microondas,Aquecedor de alimentos,127.34,Ligado,36.95,1207.84,14.09
Televisão,Eletrônico de entretenimento,129.19,Ligado,28.74,105.26,1.78
Geladeira,Eletrodoméstico de cozinha,216.63,Ligado,2.2,148.11,3.21
Microondas,Aquecedor de alimentos,131.02,Ligado,35.05,1205.72,28.54
Ar Condicionado,Climatizador de ambiente,217.2,Desligado,23.82,1993.9,24.66
Geladeira,Eletrodoméstico de cozinha,224.34,Ligado,5.91,159.47,3.12
Ar Condicionado,Climatizador de ambiente,221.13,Desligado,25.45,1992.35,21.57
Televisão,Eletrônico de entretenimento,122.63,Ligado,31.61,94.14,2.6
Microondas,Aquecedor de alimentos,129.35,Ligado,36.28,1193.03,28.86
Microondas,Aquecedor de alimentos,128.22,Ligado,33.19,1201.11,13.96
Ar Condicionado,Climatizador de ambiente,215.47,Desligado,25.56,2005.69,29.8
Máquina de Lavar,Eletrodoméstico de lavanderia,224.89,Ligado,21.08,508.02,12.86
Televisão,Eletrônico de entretenimento,124.9,Ligado,29.03,94.42,1.89
Ar Condicionado,Climatizador de ambiente,216.21,Desligado,24.09,2000.86,58.92
Geladeira,Eletrodoméstico de cozinha,217.39,Ligado,4.78,144.58,3.78
Geladeira,Eletrodoméstico de cozinha,224.63,Ligado,3.23,156.38,2.79
Ar Condicionado,Climatizador de ambiente,223.96,Desligado,22.49,2002.36,55.74
Máquina de Lavar,Eletrodoméstico de lavanderia,219.64,Ligado,18.85,502.64,14.49
Geladeira,Eletrodoméstico de cozinha,219.3,Ligado,5.45,141.59,2.25
Microondas,Aquecedor de alimentos,125.56,Ligado,36.65,1193.5,19.75
Ar Condicionado,Climatizador de ambiente,223.32,Desligado,23.59,2000.43,50.14
Geladeira,Eletrodoméstico de cozinha,221.01,Ligado,4.6,156.59,4.63
Microondas,Aquecedor de alimentos,123.06,Ligado,36.49,1200.83,19.74
Microondas,Aquecedor de alimentos,125.02,Ligado,34.27,1206.36,16.75
Máquina de Lavar,Eletrodoméstico de lavanderia,222.86,Ligado,18.08,500.01,13.45
Máquina de Lavar,Eletrodoméstico de lavanderia,220.26,Ligado,19.31,498.8,14.21
Ar Condicionado,Climatizador de ambiente,222.89,Desligado,25.19,1998.52,58.86
Microondas,Aquecedor de alimentos,129.88,Ligado,35.96,1197.73,29.66
Microondas,Aquecedor de alimentos,127.22,Ligado,34.94,1205.73,27.71
Ar Condicionado,Climatizador de ambiente,215.49,Desligado,22.96,1999.85,27.16
Microondas,Aquecedor de alimentos,130.53,Ligado,33.55,1196.85,13.56
Máquina de Lavar,Eletrodoméstico de lavanderia,222.23,Ligado,21.32,495.31,5.55
Ar Condicionado,Climatizador de ambiente,222.06,Desligado,25.72,1999.73,39.62
Televisão,Eletrônico de entretenimento,130.11,Ligado,30.71,93.64,1.37
Ar Condicionado,Climatizador de ambiente,223.94,Desligado,25.03,2006.82,34.39
Ar Condicionado,Climatizador de ambiente,222.63,Desligado,22.23,1995.81,31.56
Microondas,Aquecedor de alimentos,131.55,Ligado,35.37,1207.27,16.62
Geladeira,Eletrodoméstico de cozinha,217.29,Ligado,5.63,149.18,1.51
Geladeira,Eletrodoméstico de cozinha,215.96,Ligado,3.16,149.79,2.55
Máquina de Lavar,Eletrodoméstico de lavanderia,219.01,Ligado,21.34,497.56,13.03
Geladeira,Eletrodoméstico de cozinha,216.3,Ligado,5.04,144.14,2.49
Ar Condicionado,Climatizador de ambiente,215.44,Desligado,22.84,1992.75,29.3
Televisão,Eletrônico de entretenimento,129.28,Ligado,30.33,98.67,1.63
Máquina de Lavar,Eletrodoméstico de lavanderia,223.56,Ligado,21.17,498.29,6.9
Microondas,Aquecedor de alimentos,123.97,Ligado,34.55,1191.32,13.31
Televisão,Eletrônico de entretenimento,127.28,Ligado,29.34,105.25,1.6
Máquina de Lavar,Eletrodoméstico de lavanderia,223.86,Ligado,21.13,507.53,8.37
Máquina de Lavar,Eletrodoméstico de lavanderia,215.23,Ligado,21.65,509.1,11.69
Microondas,Aquecedor de alimentos,123.48,Ligado,33.24,1191.22,16.16
Geladeira,Eletrodoméstico de cozinha,218.66,Ligado,5.99,142.53,1.73
Ar Condicionado,Climatizador de ambiente,220.84,Desligado,23.27,2006.2,58.48
Máquina de Lavar,Eletrodoméstico de lavanderia,217.26,Ligado,21.94,503.74,5.96
Microondas,Aquecedor de alimentos,126.88,Ligado,36.77,1206.98,29.31
Microondas,Aquecedor de alimentos,122.61,Ligado,35.87,1193.25,16.58
Máquina de Lavar,Eletrodoméstico de lavanderia,218.93,Ligado,21.94,492.46,10.35
Microondas,Aquecedor de alimentos,122.32,Ligado,36.58,1192.94,34.14
Ar Condicionado,Climatizador de ambiente,215.43,Desligado,22.39,2003.16,38.51
Máquina de Lavar,Eletrodoméstico de lavanderia,215.32,Ligado,21.13,506.46,10.8
Ar Condicionado,Climatizador de ambiente,221.27,Desligado,24.4,2002.47,36.18
Microondas,Aquecedor de alimentos,131.64,Ligado,33.74,1192.92,11.98
Ar Condicionado,Climatizador de ambiente,223.78,Desligado,23.64,2005.55,35.46
Máquina de Lavar,Eletrodoméstico de lavanderia,219.29,Ligado,21.34,496.13,12.73
Ar Condicionado,Climatizador de ambiente,217.75,Desligado,25.15,1992.53,32.38
Máquina de Lavar,Eletrodoméstico de lavanderia,215.78,Ligado,21.2,503.99,10.64
Televisão,Eletrônico de entretenimento,128.33,Ligado,30.93,102.44,1.12
Microondas,Aquecedor de alimentos,127.95,Ligado,35.01,1191.38,24.57
Máquina de Lavar,Eletrodoméstico de lavanderia,216.47,Ligado,20.8,506.23,5.44
Ar Condicionado,Climatizador de ambiente,216.17,Desligado,22.6,1992.15,57.51
Televisão,Eletrônico de entretenimento,126.79,Ligado,28.97,92.9,1.49
Máquina de Lavar,Eletrodoméstico de lavanderia,219.13,Ligado,18.53,498.32,14.87
Ar Condicionado,Climatizador de ambiente,215.22,Desligado,24.0,1996.57,24.83
Máquina de Lavar,Eletrodoméstico de lavanderia,219.77,Ligado,21.46,500.31,7.37
Televisão,Eletrônico de entretenimento,130.31,Ligado,29.34,107.56,2.54
Microondas,Aquecedor de alimentos,128.25,Ligado,34.83,1194.75,18.64
Microondas,Aquecedor de alimentos,129.7,Ligado,36.8,1193.42,16.62
Geladeira,Eletrodoméstico de cozinha,216.1,Ligado,4.49,153.37,4.33
Televisão,Eletrônico de entretenimento,130.11,Ligado,29.49,107.4,3.07
Geladeira,Eletrodoméstico de cozinha,223.61,Ligado,3.17,150.3,2.34
Televisão,Eletrônico de entretenimento,124.36,Ligado,31.9,109.01,1.98
Microondas,Aquecedor de alimentos,127.9,Ligado,36.16,1201.08,13.92
Ar Condicionado,Climatizador de ambiente,216.63,Desligado,24.28,2008.77,47.25
Ar Condicionado,Climatizador de ambiente,224.28,Desligado,25.91,2002.62,59.05
Ar Condicionado,Climatizador de ambiente,215.44,Desligado,25.7,2001.67,28.17
Máquina de Lavar,Eletrodoméstico de lavanderia,215.85,Ligado,20.62,504.55,15.13
Geladeira,Eletrodoméstico de cozinha,224.63,Ligado,2.33,153.45,1.78
Ar Condicionado,Climatizador de ambiente,216.68,Desligado,24.04,2007.66,24.88
Microondas,Aquecedor de alimentos,125.2,Ligado,34.22,1203.9,23.57
Televisão,Eletrônico de entretenimento,122.17,Ligado,31.14,101.94,1.76
Televisão,Eletrônico de entretenimento,122.17,Ligado,28.9,108.76,2.08
Televisão,Eletrônico de entretenimento,127.7,Ligado,29.05,101.09,1.32
Televisão,Eletrônico de entretenimento,130.28,Ligado,29.55,104.38,2.05
Geladeira,Eletrodoméstico de cozinha,218.25,Ligado,3.75,151.86,3.34
Microondas,Aquecedor de alimentos,127.0,Ligado,34.75,1205.39,21.04
Máquina de Lavar,Eletrodoméstico de lavanderia,223.89,Ligado,19.81,492.4,10.32
Microondas,Aquecedor de alimentos,125.67,Ligado,34.29,1206.63,29.17
Máquina de Lavar,Eletrodoméstico de lavanderia,219.68,Ligado,19.06,503.32,6.04
Televisão,Eletrônico de entretenimento,128.11,Ligado,31.88,102.35,1.79
Geladeira,Eletrodoméstico de cozinha,224.92,Ligado,5.87,156.96,4.68
Microondas,Aquecedor de alimentos,131.62,Ligado,33.99,1193.32,13.76
Televisão,Eletrônico de entretenimento,131.18,Ligado,29.27,101.15,1.01
Microondas,Aquecedor de alimentos,124.74,Ligado,35.59,1192.82,29.17
Microondas,Aquecedor de alimentos,131.25,Ligado,33.31,1206.06,34.1
Microondas,Aquecedor de alimentos,131.49,Ligado,36.93,1202.65,21.75
Máquina de Lavar,Eletrodoméstico de lavanderia,215.78,Ligado,19.5,493.28,12.79
Máquina de Lavar,Eletrodoméstico de lavanderia,215.71,Ligado,20.5,493.19,5.88
Microondas,Aquecedor de alimentos,129.99,Ligado,34.12,1208.61,12.65
Geladeira,Eletrodoméstico de cozinha,215.66,Ligado,2.69,150.54,3.96
Geladeira,Eletrodoméstico de cozinha,222.56,Ligado,2.39,145.08,3.37
Microondas,Aquecedor de alimentos,123.74,Ligado,34.25,1194.74,22.22
Ar Condicionado,Climatizador de ambiente,215.26,Desligado,23.42,1990.03,39.75
Ar Condicionado,Climatizador de ambiente,215.87,Desligado,25.52,2008.9,30.54
Ar Condicionado,Climatizador de ambiente,222.36,Desligado,24.15,1991.55,30.7
Televisão,Eletrônico de entretenimento,122.63,Ligado,31.97,93.39,1.07
Máquina de Lavar,Eletrodoméstico de lavanderia,215.82,Ligado,20.0,503.89,12.79
Máquina de Lavar,Eletrodoméstico de lavanderia,219.27,Ligado,18.85,505.49,9.69
Televisão,Eletrônico de entretenimento,122.53,Ligado,30.61,94.0,1.13
Geladeira,Eletrodoméstico de cozinha,217.77,Ligado,4.21,154.44,2.53
Microondas,Aquecedor de alimentos,128.44,Ligado,34.69,1202.81,12.77
Geladeira,Eletrodoméstico de cozinha,215.33,Ligado,2.3,150.3,3.73
Ar Condicionado,Climatizador de ambiente,224.55,Desligado,25.26,2003.13,29.42
Geladeira,Eletrodoméstico de cozinha,223.13,Ligado,5.5,155.11,4.22
Ar Condicionado,Climatizador de ambiente,221.69,Desligado,25.32,2006.15,50.15
Máquina de Lavar,Eletrodoméstico de lavanderia,223.05,Ligado,20.7,500.73,14.38
Máquina de Lavar,Eletrodoméstico de lavanderia,221.34,Ligado,18.24,506.46,10.68
Televisão,Eletrônico de entretenimento,131.13,Ligado,31.44,104.16,1.06
Televisão,Eletrônico de entretenimento,122.33,Ligado,30.62,105.18,2.18
Geladeira,Eletrodoméstico de cozinha,220.6,Ligado,5.88,153.2,1.96
Televisão,Eletrônico de entretenimento,131.39,Ligado,29.7,94.54,1.57
Ar Condicionado,Climatizador de ambiente,224.21,Desligado,22.34,2009.57,37.38
Televisão,Eletrônico de entretenimento,125.89,Ligado,30.02,98.27,1.85
Máquina de Lavar,Eletrodoméstico de lavanderia,219.05,Ligado,18.5,492.21,13.13
Geladeira,Eletrodoméstico de cozinha,220.87,Ligado,2.09,141.5,1.71
Microondas,Aquecedor de alimentos,124.95,Ligado,35.1,1196.86,27.06
Televisão,Eletrônico de entretenimento,130.07,Ligado,31.45,99.19,0.99
Geladeira,Eletrodoméstico de cozinha,215.99,Ligado,5.93,144.33,1.99
Máquina de Lavar,Eletrodoméstico de lavanderia,219.24,Ligado,18.84,509.84,10.79
Microondas,Aquecedor de alimentos,123.51,Ligado,36.64,1197.47,15.15
Televisão,Eletrônico de entretenimento,125.67,Ligado,30.26,102.01,2.23
Microondas,Aquecedor de alimentos,130.1,Ligado,34.17,1206.7,28.03
Microondas,Aquecedor de alimentos,125.48,Ligado,36.94,1207.54,27.39
Geladeira,Eletrodoméstico de cozinha,222.53,Ligado,5.13,143.14,2.89
Geladeira,Eletrodoméstico de cozinha,222.28,Ligado,3.84,140.11,2.18
Geladeira,Eletrodoméstico de cozinha,219.85,Ligado,5.58,143.18,2.51
Geladeira,Eletrodoméstico de cozinha,219.1,Ligado,3.5,151.56,3.03
Microondas,Aquecedor de alimentos,127.42,Ligado,36.06,1206.55,30.61
Ar Condicionado,Climatizador de ambiente,220.32,Desligado,24.53,2006.04,50.21
Televisão,Eletrônico de entretenimento,124.07,Ligado,29.08,99.34,1.55
Ar Condicionado,Climatizador de ambiente,224.46,Desligado,24.59,1992.29,48.85
Ar Condicionado,Climatizador de ambiente,224.0,Desligado,25.61,2005.34,42.62
Televisão,Eletrônico de entretenimento,123.35,Ligado,28.57,102.93,1.08
Ar Condicionado,Climatizador de ambiente,217.3,Desligado,24.75,1994.5,53.45
Ar Condicionado,Climatizador de ambiente,216.8,Desligado,22.65,2001.95,36.72
Microondas,Aquecedor de alimentos,128.45,Ligado,36.0,1205.59,22.61
Televisão,Eletrônico de entretenimento,122.34,Ligado,30.49,96.93,2.91
Máquina de Lavar,Eletrodoméstico de lavanderia,218.93,Ligado,21.22,509.11,11.59
Ar Condicionado,Climatizador de ambiente,221.38,Desligado,24.82,2003.33,47.19
Microondas,Aquecedor de alimentos,127.5,Ligado,34.14,1203.17,19.56
Máquina de Lavar,Eletrodoméstico de lavanderia,221.32,Ligado,19.33,501.81,13.84
Geladeira,Eletrodoméstico de cozinha,221.52,Ligado,3.17,143.82,1.75
Geladeira,Eletrodoméstico de cozinha,216.98,Ligado,4.56,159.73,1.79
Ar Condicionado,Climatizador de ambiente,222.27,Desligado,22.6,1990.58,48.02
Ar Condicionado,Climatizador de ambiente,219.54,Desligado,22.85,2000.91,25.68
Televisão,Eletrônico de entretenimento,129.42,Ligado,28.45,92.82,1.1
Máquina de Lavar,Eletrodoméstico de lavanderia,222.07,Ligado,20.63,501.67,8.41
Máquina de Lavar,Eletrodoméstico de lavanderia,217.34,Ligado,18.36,497.27,8.54
Ar Condicionado,Climatizador de ambiente,220.37,Desligado,22.83,2006.5,58.67
Geladeira,Eletrodoméstico de cozinha,217.79,Ligado,4.18,158.69,2.21
Máquina de Lavar,Eletrodoméstico de lavanderia,222.29,Ligado,18.79,493.31,8.18
Máquina de Lavar,Eletrodoméstico de lavanderia,219.01,Ligado,19.47,503.56,10.91
Microondas,Aquecedor de alimentos,123.74,Ligado,34.67,1198.17,32.8
Geladeira,Eletrodoméstico de cozinha,222.49,Ligado,4.26,150.07,2.54
Ar Condicionado,Climatizador de ambiente,216.23,Desligado,25.44,2007.15,47.74
Máquina de Lavar,Eletrodoméstico de lavanderia,215.14,Ligado,20.31,503.94,13.27
Ar Condicionado,Climatizador de ambiente,224.68,Desligado,23.46,1994.06,33.02
Máquina de Lavar,Eletrodoméstico de lavanderia,217.34,Ligado,20.91,506.47,10.94
Televisão,Eletrônico de entretenimento,131.15,Ligado,29.78,96.11,1.84
Ar Condicionado,Climatizador de ambiente,215.96,Desligado,25.89,2002.27,51.38
Máquina de Lavar,Eletrodoméstico de lavanderia,218.64,Ligado,18.01,495.74,13.79
Geladeira,Eletrodoméstico de cozinha,218.71,Ligado,3.97,159.14,4.49
Microondas,Aquecedor de alimentos,129.79,Ligado,33.62,1192.12,31.79
Ar Condicionado,Climatizador de ambiente,224.32,Desligado,23.96,2009.11,20.19
Geladeira,Eletrodoméstico de cozinha,219.32,Ligado,2.82,146.55,3.21
Ar Condicionado,Climatizador de ambiente,224.03,Desligado,22.92,1996.47,59.38
Televisão,Eletrônico de entretenimento,123.3,Ligado,30.73,93.38,1.58
Geladeira,Eletrodoméstico de cozinha,223.12,Ligado,2.76,148.76,2.14
Microondas,Aquecedor de alimentos,126.56,Ligado,36.05,1193.75,31.71
Microondas,Aquecedor de alimentos,122.83,Ligado,33.96,1205.87,22.41
Ar Condicionado,Climatizador de ambiente,219.41,Desligado,23.22,1996.86,57.07
Ar Condicionado,Climatizador de ambiente,218.35,Desligado,23.69,1994.75,40.9
Televisão,Eletrônico de entretenimento,130.34,Ligado,28.75,102.77,1.69
Televisão,Eletrônico de entretenimento,124.69,Ligado,28.77,106.06,1.73
Ar Condicionado,Climatizador de ambiente,221.18,Desligado,25.3,2007.27,54.89
Ar Condicionado,Climatizador de ambiente,224.49,Desligado,24.02,1993.1,37.57
Geladeira,Eletrodoméstico de cozinha,217.17,Ligado,2.5,152.71,3.72
Geladeira,Eletrodoméstico de cozinha,224.14,Ligado,2.34,155.9,2.24
Máquina de Lavar,Eletrodoméstico de lavanderia,219.54,Ligado,19.34,505.87,12.48
Máquina de Lavar,Eletrodoméstico de lavanderia,217.55,Ligado,18.31,490.14,7.0
Máquina de Lavar,Eletrodoméstico de lavanderia,220.48,Ligado,18.59,503.67,9.84
Microondas,Aquecedor de alimentos,127.91,Ligado,33.86,1204.53,33.28
Microondas,Aquecedor de alimentos,131.09,Ligado,33.98,1199.62,34.91
Microondas,Aquecedor de alimentos,124.56,Ligado,35.32,1194.37,21.43
Máquina de Lavar,Eletrodoméstico de lavanderia,224.55,Ligado,18.39,506.04,11.64
Ar Condicionado,Climatizador de ambiente,219.44,Desligado,25.07,2009.65,23.73
Máquina de Lavar,Eletrodoméstico de lavanderia,224.81,Ligado,18.83,494.88,9.88
Televisão,Eletrônico de entretenimento,128.86,Ligado,29.09,106.24,1.77
Microondas,Aquecedor de alimentos,125.07,Ligado,36.27,1205.29,35.12
Ar Condicionado,Climatizador de ambiente,218.69,Desligado,24.45,2001.4,54.21
Máquina de Lavar,Eletrodoméstico de lavanderia,219.17,Ligado,18.73,495.81,8.96
Ar Condicionado,Climatizador de ambiente,218.44,Desligado,23.61,1997.43,47.39
Ar Condicionado,Climatizador de ambiente,221.38,Desligado,24.25,1992.31,40.01
Ar Condicionado,Climatizador de ambiente,216.83,Desligado,25.37,2005.84,42.47
Televisão,Eletrônico de entretenimento,122.64,Ligado,31.03,109.49,3.21
Máquina de Lavar,Eletrodoméstico de lavanderia,224.16,Ligado,21.38,500.3,8.73
Microondas,Aquecedor de alimentos,125.93,Ligado,34.98,1203.72,32.44
Ar Condicionado,Climatizador de ambiente,216.99,Desligado,22.93,1990.49,33.77
Máquina de Lavar,Eletrodoméstico de lavanderia,217.87,Ligado,19.25,507.21,6.67
Televisão,Eletrônico de entretenimento,125.24,Ligado,30.84,96.78,2.15
Ar Condicionado,Climatizador de ambiente,222.92,Desligado,24.16,2008.89,37.53
Máquina de Lavar,Eletrodoméstico de lavanderia,215.09,Ligado,20.34,495.74,9.0
Máquina de Lavar,Eletrodoméstico de lavanderia,220.56,Ligado,18.96,506.71,5.7
Microondas,Aquecedor de alimentos,128.51,Ligado,34.84,1191.34,23.47
Microondas,Aquecedor de alimentos,130.39,Ligado,34.93,1208.57,22.21
Máquina de Lavar,Eletrodoméstico de lavanderia,224.9,Ligado,19.62,499.9,6.53
Máquina de Lavar,Eletrodoméstico de lavanderia,224.1,Ligado,18.84,493.32,5.87
Geladeira,Eletrodoméstico de cozinha,216.91,Ligado,3.95,153.27,2.85
Televisão,Eletrônico de entretenimento,126.91,Ligado,28.33,99.0,1.04
Microondas,Aquecedor de alimentos,122.51,Ligado,33.42,1198.0,30.73
Microondas,Aquecedor de alimentos,122.27,Ligado,34.34,1202.94,31.18
Ar Condicionado,Climatizador de ambiente,215.09,Desligado,22.41,1992.69,37.68
Máquina de Lavar,Eletrodoméstico de lavanderia,218.04,Ligado,21.37,500.87,9.08
Ar Condicionado,Climatizador de ambiente,221.66,Desligado,23.81,2007.02,44.16
Geladeira,Eletrodoméstico de cozinha,215.69,Ligado,2.25,153.74,1.97
Máquina de Lavar,Eletrodoméstico de lavanderia,222.42,Ligado,21.35,507.71,9.6
Máquina de Lavar,Eletrodoméstico de lavanderia,220.44,Ligado,18.76,490.74,9.14
Microondas,Aquecedor de alimentos,127.05,Ligado,33.52,1204.35,18.24
Geladeira,Eletrodoméstico de cozinha,224.62,Ligado,5.64,154.84,3.53
Ar Condicionado,Climatizador de ambiente,219.96,Desligado,23.83,2009.78,58.83
Televisão,Eletrônico de entretenimento,125.13,Ligado,30.17,108.49,1.28
Máquina de Lavar,Eletrodoméstico de lavanderia,222.5,Ligado,20.41,491.51,13.02
Geladeira,Eletrodoméstico de cozinha,215.19,Ligado,4.34,150.16,2.89
Geladeira,Eletrodoméstico de cozinha,224.73,Ligado,5.17,159.94,3.73
Máquina de Lavar,Eletrodoméstico de lavanderia,221.29,Ligado,18.1,491.14,11.12
Televisão,Eletrônico de entretenimento,124.31,Ligado,28.34,96.7,1.2
Máquina de Lavar,Eletrodoméstico de lavanderia,216.2,Ligado,18.48,500.14,13.55
Ar Condicionado,Climatizador de ambiente,215.3,Desligado,24.14,2005.0,25.52
Geladeira,Eletrodoméstico de cozinha,218.25,Ligado,5.68,152.78,3.16
Microondas,Aquecedor de alimentos,128.08,Ligado,33.87,1194.87,25.67
Máquina de Lavar,Eletrodoméstico de lavanderia,224.72,Ligado,19.09,496.9,13.15
Microondas,Aquecedor de alimentos,122.15,Ligado,33.39,1208.35,31.08
